"No.","Time","Source","Destination","Protocol","Length","Info"
"12677","30.740778","192.168.100.6","202.28.77.115","TCP","66","62768  >  2170 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12678","30.741050","192.168.100.6","202.28.77.115","TCP","66","62769  >  1092 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12679","30.741327","192.168.100.6","202.28.77.115","TCP","66","62770  >  5962 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12680","30.741616","192.168.100.6","202.28.77.115","TCP","66","62771  >  4550 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12681","30.741893","192.168.100.6","202.28.77.115","TCP","66","62772  >  5004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12687","30.751414","202.28.77.115","192.168.100.6","TCP","60","443  >  62627 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12702","30.795749","192.168.100.6","202.28.77.115","TCP","66","62773  >  1059 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12703","30.796177","192.168.100.6","202.28.77.115","TCP","66","62774  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12704","30.796478","192.168.100.6","202.28.77.115","TCP","66","62775  >  5998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12705","30.796852","192.168.100.6","202.28.77.115","TCP","66","62776  >  6779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12706","30.797147","192.168.100.6","202.28.77.115","TCP","66","62777  >  55056 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12707","30.797428","192.168.100.6","202.28.77.115","TCP","66","62778  >  990 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12708","30.797730","192.168.100.6","202.28.77.115","TCP","66","62779  >  3301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12709","30.798037","192.168.100.6","202.28.77.115","TCP","66","62780  >  3546 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12710","30.798322","192.168.100.6","202.28.77.115","TCP","66","62781  >  1010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12724","30.832336","192.168.100.6","202.28.77.115","TCP","66","62782  >  10082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12725","30.832752","192.168.100.6","202.28.77.115","TCP","66","62783  >  2021 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12727","30.835141","192.168.100.6","202.28.77.115","TCP","66","62784  >  8180 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12728","30.835418","192.168.100.6","202.28.77.115","TCP","66","62785  >  8084 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12729","30.835689","192.168.100.6","202.28.77.115","TCP","66","62786  >  8194 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12730","30.835997","192.168.100.6","202.28.77.115","TCP","66","62787  >  49 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12731","30.838214","192.168.100.6","202.28.77.115","TCP","66","62788  >  42510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12732","30.838543","192.168.100.6","202.28.77.115","TCP","66","62789  >  3703 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12733","30.838823","192.168.100.6","202.28.77.115","TCP","66","62790  >  20031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12734","30.839091","192.168.100.6","202.28.77.115","TCP","66","62791  >  14238 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12735","30.839362","192.168.100.6","202.28.77.115","TCP","66","62792  >  64623 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12736","30.839657","192.168.100.6","202.28.77.115","TCP","66","62793  >  1122 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12741","30.839927","192.168.100.6","202.28.77.115","TCP","66","62794  >  5904 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12742","30.840201","192.168.100.6","202.28.77.115","TCP","66","62795  >  631 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12743","30.840474","192.168.100.6","202.28.77.115","TCP","66","62796  >  3801 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12744","30.840761","192.168.100.6","202.28.77.115","TCP","66","62797  >  783 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12745","30.841126","192.168.100.6","202.28.77.115","TCP","66","62798  >  125 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12746","30.841407","192.168.100.6","202.28.77.115","TCP","66","62799  >  2001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12747","30.841673","192.168.100.6","202.28.77.115","TCP","66","62800  >  3905 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12748","30.841939","192.168.100.6","202.28.77.115","TCP","66","62801  >  163 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12749","30.842215","192.168.100.6","202.28.77.115","TCP","66","62802  >  3945 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12750","30.842497","192.168.100.6","202.28.77.115","TCP","66","62803  >  1072 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12779","30.896036","192.168.100.6","202.28.77.115","TCP","66","62804  >  1010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12780","30.896371","192.168.100.6","202.28.77.115","TCP","66","62805  >  3546 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12781","30.896701","192.168.100.6","202.28.77.115","TCP","66","62806  >  3301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12782","30.896984","192.168.100.6","202.28.77.115","TCP","66","62807  >  990 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12783","30.897251","192.168.100.6","202.28.77.115","TCP","66","62808  >  55056 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12784","30.897534","192.168.100.6","202.28.77.115","TCP","66","62809  >  6779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12785","30.897801","192.168.100.6","202.28.77.115","TCP","66","62810  >  5998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12786","30.898084","192.168.100.6","202.28.77.115","TCP","66","62811  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12787","30.898359","192.168.100.6","202.28.77.115","TCP","66","62812  >  1059 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12805","30.933602","192.168.100.6","202.28.77.115","TCP","66","62813  >  2021 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12806","30.934109","192.168.100.6","202.28.77.115","TCP","66","62814  >  10082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12807","30.936188","192.168.100.6","202.28.77.115","TCP","66","62815  >  49 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12808","30.936527","192.168.100.6","202.28.77.115","TCP","66","62816  >  8194 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12809","30.936814","192.168.100.6","202.28.77.115","TCP","66","62817  >  8084 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12810","30.937100","192.168.100.6","202.28.77.115","TCP","66","62818  >  8180 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12815","30.939745","192.168.100.6","202.28.77.115","TCP","66","62819  >  1072 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12816","30.940037","192.168.100.6","202.28.77.115","TCP","66","62820  >  3945 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12817","30.940306","192.168.100.6","202.28.77.115","TCP","66","62821  >  163 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12818","30.940571","192.168.100.6","202.28.77.115","TCP","66","62822  >  3905 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12819","30.940842","192.168.100.6","202.28.77.115","TCP","66","62823  >  2001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12820","30.941111","192.168.100.6","202.28.77.115","TCP","66","62824  >  125 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12821","30.941377","192.168.100.6","202.28.77.115","TCP","66","62825  >  783 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12822","30.941658","192.168.100.6","202.28.77.115","TCP","66","62826  >  3801 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12823","30.941954","192.168.100.6","202.28.77.115","TCP","66","62827  >  631 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12824","30.942219","192.168.100.6","202.28.77.115","TCP","66","62828  >  5904 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12825","30.942498","192.168.100.6","202.28.77.115","TCP","66","62829  >  1122 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12826","30.942761","192.168.100.6","202.28.77.115","TCP","66","62830  >  64623 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12827","30.943033","192.168.100.6","202.28.77.115","TCP","66","62831  >  14238 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12828","30.943307","192.168.100.6","202.28.77.115","TCP","66","62832  >  20031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12829","30.943573","192.168.100.6","202.28.77.115","TCP","66","62833  >  3703 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12830","30.943840","192.168.100.6","202.28.77.115","TCP","66","62834  >  42510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12839","30.965074","192.168.100.6","202.28.77.115","TCP","66","[TCP Port numbers reused] 62662  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12858","30.996548","202.28.77.115","192.168.100.6","TCP","60","443  >  62662 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12859","30.996922","192.168.100.6","202.28.77.115","TCP","66","62835  >  34573 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12860","30.997288","192.168.100.6","202.28.77.115","TCP","66","62836  >  144 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12861","30.997592","192.168.100.6","202.28.77.115","TCP","66","62837  >  1322 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12862","30.997881","192.168.100.6","202.28.77.115","TCP","66","62838  >  8093 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12863","30.998202","192.168.100.6","202.28.77.115","TCP","66","62839  >  3221 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12864","30.998683","192.168.100.6","202.28.77.115","TCP","66","62840  >  2010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12865","30.999015","192.168.100.6","202.28.77.115","TCP","66","62841  >  264 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12866","30.999313","192.168.100.6","202.28.77.115","TCP","66","62842  >  1533 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12867","30.999638","192.168.100.6","202.28.77.115","TCP","66","62843  >  2126 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12880","31.033366","192.168.100.6","202.28.77.115","TCP","66","62844  >  1132 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12882","31.033854","192.168.100.6","202.28.77.115","TCP","66","62845  >  1073 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12883","31.037145","192.168.100.6","202.28.77.115","TCP","66","62846  >  1277 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12884","31.037525","192.168.100.6","202.28.77.115","TCP","66","62847  >  417 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12885","31.037887","192.168.100.6","202.28.77.115","TCP","66","62848  >  9010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12886","31.038217","192.168.100.6","202.28.77.115","TCP","66","62849  >  1030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12891","31.040101","192.168.100.6","202.28.77.115","TCP","66","62850  >  8873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12892","31.040404","192.168.100.6","202.28.77.115","TCP","66","62851  >  1033 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12893","31.040689","192.168.100.6","202.28.77.115","TCP","66","62852  >  3003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12894","31.040955","192.168.100.6","202.28.77.115","TCP","66","62853  >  2200 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12895","31.041216","192.168.100.6","202.28.77.115","TCP","66","62854  >  9111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12896","31.041481","192.168.100.6","202.28.77.115","TCP","66","62855  >  7778 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12897","31.041762","192.168.100.6","202.28.77.115","TCP","66","62856  >  5631 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12898","31.042041","192.168.100.6","202.28.77.115","TCP","66","62857  >  1434 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12899","31.042335","192.168.100.6","202.28.77.115","TCP","66","62858  >  1100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12900","31.042611","192.168.100.6","202.28.77.115","TCP","66","62859  >  49159 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12901","31.042896","192.168.100.6","202.28.77.115","TCP","66","62860  >  23502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12902","31.043163","192.168.100.6","202.28.77.115","TCP","66","62861  >  2607 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12903","31.043427","192.168.100.6","202.28.77.115","TCP","66","62862  >  49167 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12904","31.043694","192.168.100.6","202.28.77.115","TCP","66","62863  >  6646 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12905","31.043972","192.168.100.6","202.28.77.115","TCP","66","62864  >  19780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12906","31.044242","192.168.100.6","202.28.77.115","TCP","66","62865  >  32782 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12917","31.072541","192.168.100.6","202.28.77.115","TCP","66","[TCP Port numbers reused] 62690  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12926","31.097233","192.168.100.6","202.28.77.115","TCP","66","62866  >  2126 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12927","31.097691","192.168.100.6","202.28.77.115","TCP","66","62867  >  1533 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12928","31.098029","192.168.100.6","202.28.77.115","TCP","66","62868  >  264 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12929","31.098361","192.168.100.6","202.28.77.115","TCP","66","62869  >  2010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12930","31.098647","192.168.100.6","202.28.77.115","TCP","66","62870  >  3221 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12931","31.098924","192.168.100.6","202.28.77.115","TCP","66","62871  >  8093 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12932","31.099210","192.168.100.6","202.28.77.115","TCP","66","62872  >  1322 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12933","31.099483","192.168.100.6","202.28.77.115","TCP","66","62873  >  144 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12934","31.099881","192.168.100.6","202.28.77.115","TCP","66","62874  >  34573 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12936","31.103911","202.28.77.115","192.168.100.6","TCP","60","443  >  62690 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12953","31.133603","192.168.100.6","202.28.77.115","TCP","66","62875  >  1073 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12954","31.134054","192.168.100.6","202.28.77.115","TCP","66","62876  >  1132 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12955","31.138242","192.168.100.6","202.28.77.115","TCP","66","62877  >  1030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12956","31.138689","192.168.100.6","202.28.77.115","TCP","66","62878  >  9010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12961","31.139040","192.168.100.6","202.28.77.115","TCP","66","62879  >  417 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12963","31.139534","192.168.100.6","202.28.77.115","TCP","66","62880  >  1277 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12970","31.140531","192.168.100.6","202.28.77.115","TCP","66","62881  >  32782 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12971","31.140881","192.168.100.6","202.28.77.115","TCP","66","62882  >  19780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12972","31.141267","192.168.100.6","202.28.77.115","TCP","66","62883  >  6646 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12973","31.141583","192.168.100.6","202.28.77.115","TCP","66","62884  >  49167 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12974","31.141858","192.168.100.6","202.28.77.115","TCP","66","62885  >  2607 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12975","31.142128","192.168.100.6","202.28.77.115","TCP","66","62886  >  23502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12976","31.142562","192.168.100.6","202.28.77.115","TCP","66","62887  >  49159 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12977","31.142882","192.168.100.6","202.28.77.115","TCP","66","62888  >  1100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12978","31.143154","192.168.100.6","202.28.77.115","TCP","66","62889  >  1434 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12979","31.143429","192.168.100.6","202.28.77.115","TCP","66","62890  >  5631 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12980","31.143717","192.168.100.6","202.28.77.115","TCP","66","62891  >  7778 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12983","31.143994","192.168.100.6","202.28.77.115","TCP","66","62892  >  9111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12984","31.144276","192.168.100.6","202.28.77.115","TCP","66","62893  >  2200 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12985","31.144549","192.168.100.6","202.28.77.115","TCP","66","62894  >  3003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12986","31.144822","192.168.100.6","202.28.77.115","TCP","66","62895  >  1033 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12987","31.145093","192.168.100.6","202.28.77.115","TCP","66","62896  >  8873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13006","31.197771","192.168.100.6","202.28.77.115","TCP","66","62897  >  26214 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13007","31.198177","192.168.100.6","202.28.77.115","TCP","66","62898  >  8192 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13008","31.198542","192.168.100.6","202.28.77.115","TCP","66","62899  >  8082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13009","31.198815","192.168.100.6","202.28.77.115","TCP","66","62900  >  42 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13010","31.199084","192.168.100.6","202.28.77.115","TCP","66","62901  >  20005 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13011","31.199364","192.168.100.6","202.28.77.115","TCP","66","62902  >  2998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13012","31.199638","192.168.100.6","202.28.77.115","TCP","66","62903  >  1066 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13013","31.199916","192.168.100.6","202.28.77.115","TCP","66","62904  >  49154 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13015","31.200253","192.168.100.6","202.28.77.115","TCP","66","62905  >  6 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13027","31.234053","192.168.100.6","202.28.77.115","TCP","66","62906  >  3071 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13028","31.234488","192.168.100.6","202.28.77.115","TCP","66","62907  >  5989 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13029","31.238782","192.168.100.6","202.28.77.115","TCP","66","62908  >  9898 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13030","31.239135","192.168.100.6","202.28.77.115","TCP","66","62909  >  51103 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13031","31.239476","192.168.100.6","202.28.77.115","TCP","66","62910  >  5850 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13032","31.239751","192.168.100.6","202.28.77.115","TCP","66","62911  >  6009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13037","31.241142","192.168.100.6","202.28.77.115","TCP","66","62912  >  8010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13038","31.241478","192.168.100.6","202.28.77.115","TCP","66","62913  >  9001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13039","31.241854","192.168.100.6","202.28.77.115","TCP","66","62914  >  1022 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13040","31.242221","192.168.100.6","202.28.77.115","TCP","66","62915  >  82 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13041","31.242556","192.168.100.6","202.28.77.115","TCP","66","62916  >  10024 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13042","31.242834","192.168.100.6","202.28.77.115","TCP","66","62917  >  24444 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13043","31.243134","192.168.100.6","202.28.77.115","TCP","66","62918  >  3031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13044","31.243411","192.168.100.6","202.28.77.115","TCP","66","62919  >  1521 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13045","31.243681","192.168.100.6","202.28.77.115","TCP","66","62920  >  9502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13046","31.243948","192.168.100.6","202.28.77.115","TCP","66","62921  >  1947 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13047","31.244212","192.168.100.6","202.28.77.115","TCP","66","62922  >  1433 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13051","31.244503","192.168.100.6","202.28.77.115","TCP","66","62923  >  49175 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13052","31.244830","192.168.100.6","202.28.77.115","TCP","66","62924  >  64680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13053","31.245147","192.168.100.6","202.28.77.115","TCP","66","62925  >  6792 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"13054","31.245495","192.168.100.6","202.28.77.115","TCP","66","62926  >  5903 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
